"","X","user_id","name","review_count","yelping_since","yelping_since_year","useful","funny","cool","elite","first_elite","nyears_elite","number_friends","fans","average_stars","compliment_hot","compliment_cool","compliment_more","compliment_cute","compliment_profile","compliment_list","compliment_note","compliment_plain","compliment_funny","compliment_writer","compliment_photos","ntips","tips_length_med","negtips","postips","firsttip","secondtip","lasttip","compliment_count_tips","avg_rest_stars","range_long","range_lat","ntips2005","ntips2006","ntips2007","ntips2008","ntips2009","ntips2010","ntips2011","ntips2012","ntips2013","ntips2014","ntips2015","ntips2016","ntips2017","ntips2018","nreviews","review_length_med","negreviews","posreviews","stars1","stars2","stars3","stars4","stars5","firstrev","secondrev","lastrev","avg_rest_stars_rev","range_long_rev","range_lat_rev","nreviews2005","nreviews2006","nreviews2007","nreviews2008","nreviews2009","nreviews2010","nreviews2011","nreviews2012","nreviews2013","nreviews2014","nreviews2015","nreviews2016","nreviews2017","nreviews2018"
"442.1",4467,"ftkdSb1fYOZ0qN535RYvnw","Alex",49,"2010-09-24",2010,44,8,16,0,NA,0,33,2,4.28,0,0,0,0,0,0,1,1,0,3,0,2,51.5,0,2,"2014-08-29","2018-03-26","2018-03-26",0,3.75,0.0179160999999937,0.0997982000000022,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,265,0,3,0,0,0,1,2,"2013-02-27","2014-08-29","2017-12-21",3.5,0.288741400000006,0.0618517999999995,0,0,0,0,0,0,0,0,1,1,0,0,1,0
"282.2",15339,"B3tzac5B5jJ9npoSkaPWJw","Denise",7,"2010-06-08",2010,9,4,6,0,NA,0,80,0,4.13,0,10,0,0,0,0,0,1,10,0,0,6,38.5,0,6,"2014-01-03","2014-01-04","2017-10-13",0,4,3.2090675913,2.702713479,0,0,0,0,0,0,0,0,0,3,2,0,1,0,2,127.5,0,2,0,0,0,0,2,"2016-06-09","2018-07-11","2018-07-11",5,0.0276851442000066,0.0736664798999982,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"373",13968,"doz_wwj6F6Ln9ykODiLtZA","Brett",298,"2009-03-12",2009,230,126,120,0,NA,0,240,10,3.85,12,28,6,10,0,0,6,8,28,3,3,3,32,0,3,"2012-08-04","2013-02-23","2013-02-24",0,4.16666666666667,0.0374280000000056,0.0765349999999998,0,0,0,0,0,0,0,1,2,0,0,0,0,0,4,522,0,4,1,0,0,1,2,"2011-10-09","2012-08-05","2014-12-07",3.5,0.121858500000002,0.0687630546999998,0,0,0,0,0,0,1,1,1,1,0,0,0,0
"1721.2",16101,"MGz_X94fAD23apDvKKyIjw","Nando",188,"2010-11-22",2010,232,38,117,1,2016,3,101,5,4.2,2,6,0,0,0,0,5,4,6,2,1,1,54,0,1,"2018-11-15",NA,"2018-11-15",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,523.5,0,2,0,0,0,0,2,"2013-12-25","2018-11-13","2018-11-13",4,0.130323880100008,0.00480630859999565,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"77.1",14238,"uyXVvhqI4cgLQl4nY8g47Q","Lalaine",162,"2009-06-19",2009,224,159,166,1,2011,2,270,13,3.93,8,9,2,0,1,0,7,16,9,7,2,1,67,0,1,"2011-05-08",NA,"2011-05-08",0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,992,1,0,0,0,0,1,0,"2011-09-13",NA,"2011-09-13",3.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"173.2",20553,"uMyTMAFYTMPqJeZ8MSJTbA","Jeff",271,"2010-11-17",2010,595,154,163,1,2011,5,112,16,3.59,3,6,1,0,0,0,14,16,6,9,1,1,58,0,1,"2012-10-11",NA,"2012-10-11",0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1816,0,1,0,0,0,1,0,"2012-10-20",NA,"2012-10-20",3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"327.2",13264,"gtJsj5RpF4dfE7uPVDRfDQ","Alex",1088,"2009-02-25",2009,10597,6426,9270,1,2015,1,1625,180,3.92,748,657,74,14,31,6,377,1479,657,387,627,7,30,0,7,"2014-10-22","2014-10-22","2017-11-12",1,3.57142857142857,0.0328866949000002,0.0860281663999984,0,0,0,0,0,0,0,0,0,6,0,0,1,0,3,1016,0,3,0,0,0,3,0,"2014-10-22","2014-10-24","2016-06-28",4.16666666666667,0.0202095799999995,0.0543361574999963,0,0,0,0,0,0,0,0,0,2,0,1,0,0
"131",8912,"dKowCoreMOSS1h2hGK-ZTg","Tina",1,"2010-10-15",2010,2,0,0,0,NA,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,2,24.5,0,2,"2010-12-22","2011-03-03","2011-03-03",0,3.5,0.279103399999997,0.0829206999999954,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,695,0,1,0,0,0,0,1,"2012-10-11",NA,"2012-10-11",4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"645.1",7468,"9VLv4NZCIpX2JBTfAV-vSA","Stacey",210,"2009-06-26",2009,424,53,68,1,2010,6,89,17,3.2,1,3,2,3,2,0,8,9,3,4,1,37,20,2,35,"2010-10-20","2010-10-20","2016-03-11",0,3.51351351351351,0.529212900000005,0.359303799999999,0,0,0,0,0,3,23,9,1,0,0,1,0,0,32,370,3,29,10,3,5,7,7,"2009-07-14","2009-07-27","2016-04-30",3.5,0.640168749300003,0.337791539899996,0,0,0,0,4,4,12,3,3,1,2,3,0,0
"1340.1",23575,"NhS-m68SHRP2cLI1L7YXyQ","Eric",67,"2010-08-13",2010,81,35,12,0,NA,0,48,1,2.43,0,0,0,0,0,0,1,0,0,0,0,1,18,0,1,"2011-04-27",NA,"2011-04-27",0,4.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,165,0,1,0,0,0,1,0,"2012-04-02",NA,"2012-04-02",4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1216",2854,"2zOXdbLjhFkcXSqpyhYBnQ","Darlene",90,"2009-06-04",2009,257,76,52,0,NA,0,332,8,3.39,3,5,3,1,0,0,2,2,5,1,1,15,18,0,15,"2011-06-12","2011-07-02","2016-07-23",0,4.03333333333333,0.119651600000012,0.206926705899996,0,0,0,0,0,0,13,0,1,0,0,1,0,0,12,258.5,0,12,3,1,1,3,4,"2009-06-04","2009-06-17","2014-08-24",3.66666666666667,0.426037300000004,0.2321847236,0,0,0,0,4,0,5,0,2,1,0,0,0,0
"1902",4724,"7sWXWoMyS7POBeVCQN4M5g","Michael",47,"2007-04-06",2007,21,10,10,0,NA,0,88,1,4.04,0,0,0,0,0,0,0,0,0,0,0,2,67,0,2,"2013-09-29","2014-02-18","2014-02-18",0,3.75,0.00516019239999821,0.00170095840000073,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,281.5,0,2,0,0,1,1,0,"2014-04-03","2014-04-14","2014-04-14",4,0.170904648499999,0.125054976000001,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"2014",13176,"eCvAJt65wLit2S_MTnMNoQ","Peter",579,"2008-04-09",2008,2262,1247,1395,1,2010,9,396,77,3.92,139,193,9,1,5,7,90,276,193,78,47,4,21,0,4,"2010-08-12","2011-02-22","2012-10-20",0,4,0.0216959999999915,0.0340362393000007,0,0,0,0,0,1,2,1,0,0,0,0,0,0,3,670,0,3,0,0,0,2,1,"2010-12-08","2012-01-05","2015-02-08",3.83333333333333,0.00934346639999717,0.0182133305999983,0,0,0,0,0,1,0,1,0,0,1,0,0,0
"137",8153,"EvOn3tsqrOapQKUPyhr2IQ","Vicki",113,"2008-05-30",2008,223,115,76,1,2012,3,101,11,3.87,7,5,1,2,1,0,5,9,5,3,0,85,21,6,79,"2011-04-08","2011-04-08","2014-08-09",0,3.29411764705882,0.695243290999997,0.388864824100004,0,0,0,0,0,0,52,21,8,4,0,0,0,0,11,801,0,11,1,1,3,3,3,"2009-05-13","2011-04-05","2015-10-18",3.59090909090909,0.268966800000001,0.205013138300004,0,0,0,0,1,0,2,2,3,1,2,0,0,0
"593",12780,"3OkmLIQMq67J-YrZtAsqRw","alex",22,"2008-09-11",2008,34,27,16,0,NA,0,73,3,4,0,0,0,0,0,0,0,0,0,0,0,2,29.5,0,2,"2009-08-31","2015-03-15","2015-03-15",0,3.25,3.24968390000001,2.6222901,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,421,0,1,0,0,1,0,0,"2009-08-31",NA,"2009-08-31",4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"978",580,"ewDNa_FRoG71UFm56eTGkw","Jesse",125,"2010-11-30",2010,265,113,154,1,2013,2,334,6,3.57,4,23,2,0,0,0,11,27,23,12,0,610,31,90,517,"2011-02-20","2011-02-22","2016-06-19",5,3.75737704918033,34.4816878489,2.8762165,0,0,0,0,0,0,123,243,120,108,15,1,0,0,12,1120.5,0,12,0,0,3,8,1,"2012-10-22","2012-10-22","2016-06-05",4.08333333333333,0.229964900000013,0.288550571400002,0,0,0,0,0,0,0,5,5,0,1,1,0,0
"190",5509,"-Wt5vXqUhzY_cGXcF-ojCA","Kimberly",78,"2009-09-29",2009,172,84,70,1,2015,3,191,5,3.93,1,12,3,0,1,0,7,9,12,15,0,2,30,0,2,"2011-11-26","2014-08-22","2014-08-22",0,3.5,34.3675415978,0.779445612800004,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,859,0,1,1,0,0,0,0,"2016-03-19",NA,"2016-03-19",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2000",19233,"sBRQtLirzzsGytlhlkt0lg","Sergio",26,"2007-10-20",2007,33,4,3,0,NA,0,1,1,2.69,0,0,0,0,0,0,1,0,0,0,0,1,107,0,1,"2018-06-02",NA,"2018-06-02",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,147,0,3,0,1,0,2,0,"2016-06-28","2017-09-18","2018-06-02",3.83333333333333,0.324063218900008,0.146322286900002,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"431",25591,"ms0J3jus6m-bGvGR6o8OFA","Lucky",379,"2008-12-11",2008,242,96,64,0,NA,0,2,6,3.78,1,2,1,0,0,0,3,6,2,1,0,1,43,1,0,"2014-05-16",NA,"2014-05-16",0,2.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,375,0,1,0,0,0,0,1,"2014-05-16",NA,"2014-05-16",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"60.1",8196,"E3te6penoKFWlgUxCGzaMw","Lisa",56,"2010-09-19",2010,57,16,11,0,NA,0,72,5,4.02,0,1,0,0,0,0,2,1,1,0,0,22,31,1,21,"2011-08-18","2011-08-20","2013-06-07",0,3.56818181818182,0.233613899999995,0.310265899999997,0,0,0,0,0,0,20,0,2,0,0,0,0,0,6,263,0,6,0,0,2,3,1,"2010-11-14","2010-12-11","2016-09-19",3.5,0.251792699999996,0.206600999999999,0,0,0,0,0,2,3,0,0,0,0,1,0,0
"1716",21438,"PYkXqY3uLhNHMG9DQEE8Qg","Nancy",10,"2009-11-28",2009,23,4,13,0,NA,0,57,0,4.62,0,1,0,0,0,0,0,0,1,0,0,2,233,0,2,"2015-07-09","2017-08-06","2017-08-06",0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,494,0,2,0,0,0,1,1,"2012-02-13","2017-09-13","2017-09-13",3.75,0.0809622000000019,0.00307209999999714,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"1261",12061,"MdIEQtMA3HOHVVHEp1F-hg","Todd",54,"2010-11-12",2010,95,17,14,0,NA,0,1,1,3.76,0,0,0,0,0,0,0,0,0,0,0,7,56,0,7,"2014-06-20","2014-07-22","2017-03-11",0,3.5,0.233729053899992,0.2259858169,0,0,0,0,0,0,0,0,0,4,2,0,1,0,5,275,1,4,0,1,1,2,1,"2011-05-03","2014-07-17","2018-08-21",3.9,0.197643928600002,0.138424700000002,0,0,0,0,0,0,1,0,0,1,0,1,0,2
"602.2",170,"RKcvUwivI0x3BG6DdyXPVw","Alek",101,"2010-02-10",2010,76,32,28,0,NA,0,220,8,3.86,0,3,1,0,0,0,4,5,3,2,1,1,16,0,1,"2017-08-17",NA,"2017-08-17",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,466,0,4,0,2,1,0,1,"2016-09-14","2017-01-06","2017-08-15",4,0.114811475899998,0.124619270699995,0,0,0,0,0,0,0,0,0,0,0,1,3,0
"476.1",19737,"yh-34ADq_IesHS3BjqdHqA","Walter Antonio",2,"2010-12-24",2010,1,0,0,0,NA,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,41,0,1,"2016-10-21",NA,"2016-10-21",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,97,0,1,0,0,0,0,1,"2016-10-23",NA,"2016-10-23",4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"240.2",21539,"pvi_baolWn7mrtcb9rWAEw","Joyce",428,"2007-10-05",2007,778,388,350,1,2008,9,498,32,3.52,9,37,2,1,0,0,4,24,37,10,5,10,49.5,3,7,"2011-08-08","2012-03-30","2012-04-02",0,3.55,0.318720400000004,0.164144100000001,0,0,0,0,0,0,1,9,0,0,0,0,0,0,1,701,0,1,0,0,1,0,0,"2012-04-09",NA,"2012-04-09",3.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1278.1",24971,"iZ9dGTZV2Vu1bnajLWFymw","Jonathan",13,"2010-09-07",2010,17,9,9,0,NA,0,8,3,4.46,2,3,0,0,0,0,0,1,3,2,0,1,24,0,1,"2013-04-03",NA,"2013-04-03",0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,847,0,1,0,0,0,0,1,"2013-04-10",NA,"2013-04-10",4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1041.1",16681,"GS_FMXIHPTvG2GF7NU2bRQ","James",18,"2008-08-22",2008,23,9,9,0,NA,0,53,0,3.55,0,0,0,1,0,0,1,0,0,0,0,1,39,0,1,"2011-02-09",NA,"2011-02-09",0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,186,0,1,0,0,0,0,1,"2010-09-24",NA,"2010-09-24",3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1163",10156,"LmkuzheYJ6R-dVF7HTgNmQ","Mike",23,"2010-01-23",2010,12,3,3,0,NA,0,74,0,4.54,0,0,0,0,0,0,0,0,0,0,1,3,29,0,3,"2014-01-24","2014-10-23","2015-10-17",0,3.83333333333333,0.179103368100002,0.0825869354999966,0,0,0,0,0,0,0,0,0,2,1,0,0,0,6,224,0,6,0,0,0,1,5,"2013-10-13","2016-02-28","2018-07-29",4.08333333333333,0.173345300000008,0.0772526221000049,0,0,0,0,0,0,0,0,1,0,0,2,0,3
"571",18810,"ABGZ8f6eYpz6Rd3uze9Ufg","Joan",13,"2009-09-20",2009,6,3,1,0,NA,0,1,1,2.54,0,0,0,0,1,0,0,0,0,0,0,2,68,0,2,"2017-07-31","2017-10-31","2017-10-31",0,3.5,0.0821873999999951,0.0051187999999982,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,490.5,0,2,2,0,0,0,0,"2016-10-10","2018-02-08","2018-02-08",3.25,0.00891489440000726,0.0334850743000032,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"930",20068,"_gS--SujA3LD3UK1F5ODLw","Claire",176,"2010-03-03",2010,90,44,12,0,NA,0,1,2,3.5,0,0,0,0,0,0,2,0,0,2,0,2,38.5,1,1,"2013-03-30","2017-12-02","2017-12-02",0,2.75,0.00278799999999535,0.00112899999999883,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,897.5,0,2,0,1,1,0,0,"2014-07-21","2015-06-02","2015-06-02",4,0.00232051800000477,0.00424778589999875,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"1309.1",23001,"zssISLsvRBZyLwgHh_JpoQ","Biviana",13,"2010-10-10",2010,12,1,2,0,NA,0,92,2,3.92,1,0,0,0,0,0,0,0,0,0,0,1,53,0,1,"2014-05-09",NA,"2014-05-09",0,3.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,142,0,1,0,0,0,0,1,"2018-11-12",NA,"2018-11-12",3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1394",24609,"_IO-C0_Vmt4ttgDndsYDGg","Lo",34,"2009-08-10",2009,63,12,4,0,NA,0,1,0,3,0,1,0,0,0,0,0,0,1,1,0,1,200,0,1,"2015-01-04",NA,"2015-01-04",0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,766,0,1,1,0,0,0,0,"2016-09-15",NA,"2016-09-15",3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1411",8328,"JCsshp9sUsSyLlkraVSBLg","Geoff",7,"2009-03-23",2009,7,0,0,0,NA,0,41,0,1.71,0,0,0,0,0,0,0,0,0,0,0,1,23,0,1,"2017-01-03",NA,"2017-01-03",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,99,0,1,1,0,0,0,0,"2017-01-03",NA,"2017-01-03",2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1823.1",10997,"4q5H3z0I55ta4pPcwyAbcA","Doo",12,"2010-01-02",2010,9,5,6,0,NA,0,2,0,3.17,2,1,0,0,0,0,0,3,1,1,0,1,13,0,1,"2010-01-12",NA,"2010-01-12",0,3.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,368,0,1,0,0,1,0,0,"2010-01-24",NA,"2010-01-24",4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1493",6166,"syCxRdiP-0XJenWpJ8L02g","Cindy",198,"2010-10-18",2010,389,36,106,1,2013,6,154,24,2.96,0,7,3,0,2,0,5,10,7,9,2,17,111,0,17,"2012-03-13","2012-06-22","2017-10-17",0,3.52941176470588,0.446695620200003,0.2174502166,0,0,0,0,0,0,0,2,2,0,4,3,6,0,23,682,2,21,1,8,9,5,0,"2010-10-26","2011-01-21","2018-04-10",3.23913043478261,0.150819600000005,0.227004399999998,0,0,0,0,0,1,3,0,7,1,5,1,4,1
"2013.1",25293,"Hjczx4JLUr7VvY1RKzonxQ","Kevin",11,"2009-08-25",2009,13,1,1,0,NA,0,2,0,2.55,0,1,0,0,0,0,0,0,1,0,0,2,27,0,2,"2015-02-14","2015-03-30","2015-03-30",0,4,0.0183334999999971,0.0206641999999988,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,511,0,1,1,0,0,0,0,"2015-01-20",NA,"2015-01-20",2.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1039",14882,"W7Nl3wEibJ5VgFlJLvPA4Q","Danielle",123,"2009-04-29",2009,254,133,182,1,2012,2,256,10,3.67,30,34,0,1,0,0,13,22,34,7,3,56,38,5,51,"2011-01-31","2011-02-02","2014-12-04",1,3.63392857142857,0.424000199999995,0.279959402799996,0,0,0,0,0,0,21,21,12,2,0,0,0,0,19,369,3,16,0,2,5,8,4,"2011-01-22","2011-01-22","2017-01-05",3.71052631578947,0.197844045300002,0.367857700000002,0,0,0,0,0,0,7,8,3,0,0,0,1,0
"674.1",1144,"33OzyvMjDhGTUJubr4CWIA","Owie",1434,"2008-05-27",2008,10836,7235,9021,1,2010,9,1717,383,3.66,2217,2082,190,183,271,21,769,1830,2082,963,1249,22,24,1,21,"2015-05-15","2015-05-15","2017-07-16",0,3.88636363636364,0.0730623801999997,0.0585735834999994,0,0,0,0,0,0,0,0,0,0,11,0,11,0,2,309.5,0,2,0,0,0,1,1,"2011-10-27","2011-10-31","2011-10-31",3.5,0.00923646639999731,0.00681333059999645,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"1597",5503,"YsHcdF2L1HM2boy2d2K7ow","Brian",217,"2009-01-12",2009,677,852,592,0,NA,0,246,19,3.57,65,81,11,11,0,0,35,43,81,16,3,1,17,0,1,"2012-05-20",NA,"2012-05-20",0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,175,1,2,0,0,1,0,2,"2009-08-04","2009-12-10","2009-12-10",3.66666666666667,0.0892830475000039,0.0423880510999979,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"852",3893,"QtIYPhvYJ3Qr7Io0rbh_5Q","Marie",146,"2010-08-11",2010,96,16,31,0,NA,0,328,4,3.62,0,1,0,0,0,0,0,2,1,1,0,74,39.5,7,67,"2011-09-14","2011-09-19","2017-09-14",0,3.52702702702703,32.2631747,7.2255828213,0,0,0,0,0,0,15,41,8,5,3,1,1,0,20,219.5,1,19,1,2,1,12,4,"2011-07-10","2011-11-22","2017-02-11",3.55,32.1003757,7.1261596,0,0,0,0,0,0,4,5,0,8,1,1,1,0
"1950.1",9938,"qgWRRU1-mCl3-1DUu0C7pQ","Dawn",135,"2008-07-20",2008,153,43,46,0,NA,0,7,10,3.81,0,3,3,0,2,0,2,4,3,1,0,1,30,0,1,"2018-08-18",NA,"2018-08-18",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,358,1,1,1,0,0,0,1,"2018-08-17","2018-08-18","2018-08-18",4,0.0218038073000031,0.00262099999999776,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1837.1",12044,"2-XMAUwHguqWhjv9Y6lOVw","Amanda",17,"2009-08-31",2009,24,4,4,0,NA,0,1,0,4.06,0,0,0,0,0,0,0,0,0,0,0,1,31,0,1,"2018-06-18",NA,"2018-06-18",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1007.5,0,2,1,0,0,0,1,"2016-05-08","2017-09-22","2017-09-22",4,0.275832499999993,0.143779700000003,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"363.1",8616,"1v4x10Twahc1xa2DDat3KQ","Orph",119,"2008-07-03",2008,146,16,37,0,NA,0,6,1,3.82,0,7,2,1,0,0,6,9,7,3,0,6,36,1,5,"2010-10-14","2010-10-14","2012-01-08",0,3.41666666666667,2.31366451160001,17.6574776857,0,0,0,0,0,4,1,1,0,0,0,0,0,0,8,601,1,7,1,0,0,2,5,"2009-12-10","2009-12-19","2012-03-20",3.875,2.2485489365,17.5737135,0,0,0,0,2,3,1,2,0,0,0,0,0,0
"355.1",20839,"5WspOj9Y6c9xvibI6d-d1g","Anna",179,"2010-11-21",2010,597,199,347,1,2011,2,426,22,3.88,46,61,9,11,8,2,16,32,61,48,37,1,26,0,1,"2011-08-21",NA,"2011-08-21",0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,971,0,1,0,0,0,1,0,"2011-12-01",NA,"2011-12-01",3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"90.1",8076,"ur6doHVpgBhZGepYj0khOA","dan",24,"2010-08-22",2010,56,17,14,0,NA,0,277,0,2.7,1,1,1,0,0,0,2,0,1,1,0,3,22,0,3,"2010-08-23","2010-08-26","2011-01-09",0,2.66666666666667,0.0645964776999932,0.0350204937000029,0,0,0,0,0,2,1,0,0,0,0,0,0,0,8,496,0,8,2,1,2,0,3,"2010-08-22","2010-08-23","2018-06-17",3.625,0.24417691650001,0.290154000000001,0,0,0,0,0,2,1,0,0,1,2,0,1,1
"1520.1",15650,"hyU3GKWcesZu8g1fMuDL7w","Neil",36,"2010-02-27",2010,36,9,18,0,NA,0,110,0,4.39,0,0,0,0,0,0,2,0,0,0,0,1,90,0,1,"2011-11-30",NA,"2011-11-30",0,2.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,662,0,1,0,0,0,1,0,"2012-03-11",NA,"2012-03-11",2.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1233.1",15610,"PSCFcNKUWpu3nGDL5s1pXg","Kiki",18,"2008-09-24",2008,38,5,19,0,NA,0,22,2,4.17,0,0,0,0,0,0,1,0,0,2,0,11,29,0,11,"2012-04-25","2012-04-27","2012-07-14",0,4.63636363636364,0.0268016999999929,0.139751476000001,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,147,0,1,0,0,0,1,0,"2010-02-09",NA,"2010-02-09",3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"980",21182,"_dNSxlN4GGCRHZqZfoqMgw","Ellie-vated",69,"2010-07-25",2010,115,75,77,0,NA,0,27,5,3.51,4,13,1,0,1,0,3,28,13,17,0,3,46,0,3,"2012-09-29","2012-09-30","2012-10-01",0,4,0.136265199999997,0.101842599999998,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,474.5,0,2,0,0,1,1,0,"2012-11-06","2012-11-06","2012-11-06",4,0.0934057999999993,0.000241799999997738,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"1710.2",2590,"045lA8joqI1vPm0wLgZPKw","Lori",313,"2009-01-05",2009,1178,735,981,1,2009,3,121,21,3.58,45,67,4,4,2,3,19,30,67,11,2,12,36.5,1,11,"2011-02-21","2011-03-07","2013-09-29",0,3.41666666666667,0.280917061899999,0.3612443329,0,0,0,0,0,0,4,1,7,0,0,0,0,0,15,614,0,15,0,2,7,4,2,"2009-01-06","2009-01-14","2011-03-13",3.86666666666667,0.381651000000005,0.323243835199996,0,0,0,0,10,4,1,0,0,0,0,0,0,0
"1723.2",22121,"_MAjToC04nWxJaMp4weKug","julie",40,"2009-10-05",2009,14,5,10,0,NA,0,50,1,3.71,0,1,0,1,0,0,0,2,1,0,0,3,31,0,3,"2011-11-18","2011-11-19","2012-01-15",0,3.83333333333333,0.0712369000000024,0.0314926,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,266,0,1,0,0,1,0,0,"2011-02-25",NA,"2011-02-25",3.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1176.2",22422,"469PLuALktHjWlDPNZsmHw","Lenny",98,"2008-11-28",2008,24,7,24,0,NA,0,65,1,3.54,0,2,1,0,0,0,1,1,2,1,0,1,76,0,1,"2009-08-02",NA,"2009-08-02",0,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,147,0,1,0,0,0,1,0,"2009-08-04",NA,"2009-08-04",4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1012",16603,"FXf4Nwx3iVvrJhFSjsgbEA","Pedram",95,"2009-11-30",2009,205,53,50,0,NA,0,100,4,3.32,0,0,0,0,0,0,0,4,0,3,0,2,65,1,1,"2015-11-09","2017-09-23","2017-09-23",0,3,0.0928710999999964,0.105230200000001,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,211,0,3,0,0,0,1,2,"2016-01-15","2017-03-03","2018-06-27",4,0.0564157000000023,0.204520700000003,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1142.1",25429,"Ag15sR14QRw8N5VV2uFyRw","Candace",11,"2010-04-30",2010,11,1,2,0,NA,0,206,1,2.82,0,1,0,0,0,0,1,0,1,0,0,1,54,1,0,"2018-05-23",NA,"2018-05-23",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,123,1,0,0,1,0,0,0,"2013-07-22",NA,"2013-07-22",4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1921.2",25430,"b4dYK-2Sesjxk5eH6Z_DnQ","Bob",1,"2010-09-03",2010,0,0,0,0,NA,0,4,1,4,0,0,0,0,0,0,0,0,0,0,0,2,68.5,2,0,"2010-09-11","2010-10-25","2010-10-25",0,4,0.1184713329,0.1032244174,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,228,0,1,0,0,0,1,0,"2010-09-03",NA,"2010-09-03",4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
